water_level,temperature,ldr,pH,humidity ,label
1.1,20.8,78,5.3,17,44
6.9,17.7,632,8.3,0,27
13,22.2,267,6.1,74,4
3.5,16.2,881,7.9,72,47
1.4,12,824,7.9,16,47
5.5,14.2,260,8,0,27
3.6,24.2,706,8.5,16,41
9.3,23.7,581,6.1,44,4
11.4,13.4,836,8.2,41,29
8.2,13.8,122,6.5,64,4
14.8,19.4,483,6.3,60,4
1.4,24.4,362,6.9,32,39
6.1,13.3,27,8.2,59,27
3.9,9.3,902,5.9,42,14
10,16,929,8.6,56,29
0.7,25.3,230,8.9,0,39
1.2,20,543,6.1,44,13
2.8,15.4,839,6,40,14
14.4,20.9,797,6.3,61,5
12,8.1,853,5.1,75,28
6.2,19.8,644,8.1,62,27
7.6,23.5,204,7,43,27
0.8,12.1,649,6.7,77,45
10.4,9.7,194,8.4,57,27
6.8,10,33,7.7,66,27
14.1,19.8,962,5.4,48,28
12.2,21.7,669,7.1,12,25
3.2,26.5,732,5,76,40
5.5,23.1,981,5.3,71,28
0.6,9.3,112,8,73,45
1.7,26.6,894,6,39,11
7.9,18.6,680,6.1,54,3
4.9,16.3,468,8.3,39,45
14.6,13.7,647,8.2,11,27
8.6,10.3,499,7.7,9,27
3.6,27.9,693,7.9,79,37
4.7,23.8,16,6.1,71,13
5.5,26.9,673,5.1,22,18
10.2,24.3,404,7.1,58,21
14.5,26,191,6.4,72,1
12.6,27.4,235,5.8,25,1
12.3,25.8,944,7.5,19,23
4.5,15.9,441,6.2,3,13
11.4,12.7,587,6.8,29,27
3.9,22.6,984,7.7,60,47
7.2,8.2,988,8.4,9,29
10.7,20.6,825,6.5,65,5
10.8,14,141,8,15,27
7.4,29.5,234,8.8,39,21
5.5,24.6,667,5.6,68,0
13.3,15.8,906,6.9,64,29
2,28.7,193,5.3,18,38
6.8,18.8,90,5.8,22,4
4.8,25.7,498,5.7,80,10
7,28.9,993,5.5,40,2
12.8,27.2,310,5.8,40,1
13,8.7,97,8.2,65,27
5.7,12.7,750,5.1,10,28
1,12.8,831,7.8,66,47
3.6,15.9,579,7.2,9,45
13.7,23.6,126,6,20,4
7.9,17,250,6.5,17,4
11.6,11.2,301,6.8,77,27
9.1,27,550,8.6,35,21
9.2,15.7,36,8.2,51,27
8.2,21.9,602,8.5,48,27
10.7,22.5,761,6.8,56,29
7.9,24,906,8,52,23
14,24.3,905,6.2,62,2
12.2,12.5,741,6.6,38,29
9.6,13.8,712,5.3,34,28
5.1,15.1,446,5.3,79,26
7.3,16.3,452,8.8,29,27
4.3,13.1,211,6.8,28,45
6.4,21.1,935,7.5,57,29
6.7,25.1,864,6.1,56,2
9.3,22.4,894,5.1,19,28
4.8,10.9,86,6.3,26,13
0.7,28.5,381,7.8,37,39
5.8,26,259,5.3,15,20
6,24.3,523,6.2,60,1
10.4,10.5,190,8,34,27
4.2,14,104,7.5,49,45
8.7,28,590,7.7,34,21
0.4,29.3,266,8.8,35,39
3.8,14.6,395,8.2,45,45
0.3,11.6,564,5.4,34,44
10.7,18.8,402,6.3,74,4
9.4,23.1,976,7.6,79,29
11.8,11.7,533,8.4,62,27
12.6,16.7,816,7.3,46,29
11.1,13.8,57,6.5,36,4
7.8,16.8,145,8,53,27
13.5,16.2,80,7.9,59,27
13.6,12.3,752,8.4,9,29
2.9,24.8,678,6.1,70,9
12.3,14.9,531,7.1,38,27
9.4,23.1,563,8.5,7,27
10.6,22.7,808,7.8,58,29
11,18.6,911,8.8,31,29
7.6,27.3,472,7.6,46,21
3.2,12.7,234,5.6,77,13
13.7,21.1,785,8.6,31,29
9.8,25.8,504,7.7,66,21
12.2,16.1,329,5,52,26
9.2,23.7,293,6.2,58,4
9.7,22.2,483,6.5,76,4
0.1,14.3,337,7.5,70,45
1.6,13.9,218,6.6,9,45
4,19.7,191,7.2,71,45
14.4,22.9,821,7.1,79,29
2.3,10.8,81,5,4,44
12.8,22.9,212,5.6,65,4
13.3,29.4,637,6.4,14,1
0.5,29.6,983,6,7,11
5.8,10.4,177,6.5,66,4
7.9,11.7,432,5.8,53,4
10.9,9.3,756,6.9,61,29
11.7,11.1,204,6.8,4,27
2,14.8,234,6.4,60,13
12.5,10.5,457,7.3,73,27
0.5,26.1,640,8.6,1,39
12.1,24.8,84,8.5,25,21
4.5,29,948,8.4,24,41
0.9,24.8,418,5.8,13,10
5.7,20.2,53,5.6,28,4
14.8,28.6,262,7.6,25,21
1.7,29.1,447,5.5,22,10
7.7,25.1,147,5,29,20
3.9,20.6,82,6.1,47,13
7.5,13.2,524,5.5,41,4
13.4,15.4,345,6.3,14,4
13.2,8.4,61,6.2,38,4
12.5,21.7,843,7.2,23,29
13.2,16,960,7.6,18,29
12.6,18.9,761,6.7,41,29
10.5,19.7,323,7.5,16,27
13.9,15.3,876,5.2,1,28
3.3,10.2,905,6.2,6,14
12.1,10,718,8.7,1,29
2.3,16.3,793,7.7,42,47
7.7,26.1,923,7.7,7,23
11.4,19.1,133,5,79,26
7.5,20.7,398,7.2,24,27
8.1,28,470,6.9,47,21
3.4,21.6,805,8.5,57,47
0.3,26.7,344,6.9,67,39
8.8,12,537,6.8,36,27
9.6,8.8,337,8.6,30,27
5.4,13.8,386,7.7,79,27
0.1,15.4,524,8.3,60,45
10.4,16.3,433,5.1,11,26
1.1,13.6,257,8.5,68,45
0.9,15.1,429,6.9,30,45
12.9,10.3,522,8.2,63,27
13.4,21.1,11,5.2,12,26
3.2,24.7,804,7.4,43,41
2.3,18.1,515,6.3,50,13
3.4,17.1,745,8,20,47
10.4,16.9,967,8.5,47,29
11.9,26,702,8.5,80,23
7,19.1,170,7.1,65,27
7,9.8,803,8.9,48,29
14.2,27.3,418,9,63,21
9.7,28.5,685,7,12,19
8,22.1,924,6.7,25,29
10,21.3,627,8,57,27
0.1,17,845,6.9,12,47
2.9,26.7,296,5.1,8,38
10.7,9.6,444,6.1,48,4
1,23,539,5.1,29,44
7.5,12.5,994,5.4,69,28
0.7,19.7,348,7.3,69,45
14.3,22,14,5.4,17,26
11.3,15.9,682,6.4,68,3
5.3,23.4,445,5.7,8,4
2.1,14.7,641,8.8,40,45
12.6,13.8,963,5.6,54,5
7.8,8.1,513,7.6,25,27
10.1,8.2,155,8.2,44,27
8.5,28.7,169,8,37,21
1.2,13.6,295,8.8,51,45
2.8,29.6,749,8.1,37,41
10.6,13.9,450,7.9,62,27
8.8,15.9,533,6.6,79,27
0.3,22.9,40,7.8,21,45
10.8,13.2,475,7,26,27
9.8,14.4,347,8.3,65,27
9.9,17.9,494,7.3,21,27
4,23.1,442,5.2,43,44
0.7,18.7,937,6.2,65,14
1.2,27.2,852,8.9,64,41
11.9,24.2,982,5,26,22
0.8,26.4,896,6.7,15,41
14.2,14.7,678,5.6,70,3
4.7,20.6,495,5.2,5,44
5.4,17.4,337,8.9,72,27
7.9,24.2,161,7.5,30,21
12.6,15.4,352,5.5,31,4
1.2,12.7,383,6.1,64,13
1.1,26.7,745,5.3,41,40
13.8,19.3,536,8.1,75,27
1.2,15.9,916,8.5,68,47
5.4,22.4,557,5.5,23,4
7.8,8.5,383,7.2,2,27
12.8,15.1,435,6,44,4
14.6,17.5,937,6.8,68,29
4,14.4,484,9,47,45
8,23.3,464,7.4,49,27
7.3,22.5,412,8.6,33,27
2.4,14.2,44,5.8,22,13
10,27.4,687,6.9,55,19
8.1,18.8,646,6.6,30,27
9.4,10.7,425,5.4,30,26
0.9,21.7,229,8,66,45
4.4,11.3,117,5.5,39,13
15,20.4,426,8.7,69,27
5.4,20,144,6.6,39,27
13.3,9.1,232,8.5,35,27
8.2,27.8,889,5.8,73,2
0.4,20.7,839,8.8,55,47
13.8,21.1,979,5.1,0,28
7.6,18.6,20,8,36,27
12.8,27.9,348,6.1,31,1
2.6,27.5,792,8.2,15,41
4.6,17.5,822,8.8,5,47
0.8,25.2,152,5.4,69,38
10.7,26,530,8.2,38,21
1.7,8.3,323,8.5,59,45
6,24.3,17,7.1,24,21
13.4,23,347,6.7,0,27
3.1,11.8,334,7,36,45
4.9,22.5,434,5.4,44,44
5.7,17.1,76,5.7,24,4
7.2,23.4,477,5.7,21,4
3.3,27.3,213,5.1,42,38
5.1,19.7,622,6,36,4
2.1,15.9,138,7.7,7,45
3,11.3,114,5.1,7,44
15,24.8,260,7.3,35,21
11.8,29.9,55,6.6,64,21
0.4,12.2,236,5.6,46,13
7.3,16.8,859,5.7,21,5
6,19.7,57,5.4,8,26
13,11.1,845,6.8,71,29
3,8,59,6.9,6,45
12.9,16.5,248,6.1,21,4
7.8,9.3,803,7.4,17,29
10.4,25.1,416,6.8,4,21
0.1,18.9,363,8.1,78,45
8.2,14.8,385,8.6,72,27
14.6,12.9,167,6.4,24,4
13.7,22.6,987,7.1,16,29
3.4,21.6,929,8.5,29,47
11.1,19.1,110,5,19,26
4.8,16.5,152,7.7,38,45
10.6,15.2,403,6.2,25,4
3.4,11.3,436,8.7,4,45
6.1,23.6,984,5.8,26,5
0.9,13.6,109,6.4,50,13
1,8.8,947,6.2,19,14
1.2,28.7,749,6.8,1,41
8.8,11.8,405,7.8,34,27
0.7,12.6,838,6.8,34,47
9.5,13.9,473,5.9,35,4
3.5,11.5,17,6.3,29,13
14.3,16.5,672,6.6,78,25
0.2,23.9,287,8.9,7,45
5.7,25.2,646,8.8,28,21
3.6,12.4,682,5.9,26,12
10.5,24.6,610,8.6,76,21
14,29.7,673,5.5,8,0
10.6,17.8,108,6.9,17,27
13.3,19.6,18,6.1,75,4
10.8,12,868,8.4,65,29
2.2,19.5,472,6.1,67,13
9.9,28.1,971,7,70,23
8.3,15.7,441,9,51,27
10.8,9,8,7.6,68,27
4,12.5,967,8.2,0,47
7,25.1,403,5.3,80,20
5.2,24.4,229,8.1,0,21
7,29.4,830,6.1,35,2
9,24.9,500,6,21,1
5.1,10.8,452,7.9,16,27
11.1,11.9,607,8.9,56,27
9.3,12.5,136,8.9,11,27
6,19.1,188,8.1,69,27
4.6,15.6,550,6.6,3,45
10.9,12.1,162,5.7,15,4
11,17.3,90,6.8,14,27
10.8,21.2,114,6.6,58,27
5.9,24.3,997,7.8,1,23
9,19.4,25,6.8,40,27
11.5,22.5,129,7.6,78,27
13.2,23.8,947,6,58,5
4.5,12.9,584,8.2,67,45
10.1,23.5,433,8.2,39,27
8.9,28,293,6.8,54,21
2.7,29.7,876,5.2,1,40
7.6,13.5,838,7.3,13,29
3.9,26.7,5,8.6,72,39
4.6,14.5,709,5.7,37,14
0.1,22.1,268,8.5,66,45
6.4,28.6,530,5.8,18,1
0.6,13.2,747,7.6,12,47
13.7,11.5,997,8.9,57,29
2,22.9,120,7.5,12,45
6.5,14.9,577,6.6,49,27
10,27.6,111,8,46,21
0.6,24.6,385,8.8,75,39
2.1,29.7,414,8.6,31,39
7.8,20.8,243,5.5,48,4
9.2,12.3,432,8.5,61,27
7.7,29.1,782,6.5,34,2
2.7,13.9,600,7.6,36,45
6.2,22.3,571,7.7,77,27
9.4,23.1,573,5.3,75,26
9.6,18.5,978,7.7,62,29
8.8,11.3,933,7.8,77,29
2.9,24.6,648,7,76,39
11.7,21.8,185,6.6,10,27
7.2,18,766,6.3,24,5
13.9,27.9,475,6.3,52,1
10,26.4,341,7.2,66,21
12.5,25.6,41,6,79,1
4.2,9.6,493,7.8,31,45
4.8,26,526,5.1,25,38
13.3,14.8,160,5.2,15,26
11.5,22,237,6.8,60,27
3.7,17.5,332,7.2,11,45
7,13.2,968,5.2,40,28
9.2,11.8,937,6.3,53,5
12.1,8.8,792,8.9,74,29
4.4,8.4,837,8.5,7,47
0.5,11.4,9,5.4,51,44
1.2,29.1,181,7.1,0,39
8.6,17.9,263,7.7,26,27
9.9,13.1,659,5.6,7,3
4.5,18.6,117,7.5,49,45
9.3,22.8,634,6,68,4
3.4,11.1,478,7.8,46,45
8.5,12.2,919,7.1,53,29
5.6,28.9,69,8.7,11,21
12.8,26.2,247,8.6,54,21
10.9,14.6,861,8.4,65,29
9,21.9,979,6.7,37,29
8.5,14.5,776,5.7,55,5
8.9,22,996,6.7,45,29
1,21.3,857,5.7,4,14
8.4,28.7,324,7.3,41,21
14.7,14,478,7.2,6,27
10.9,19.4,880,8.2,2,29
12.2,20.2,465,7.1,2,27
13.1,13.6,659,8,6,25
14.1,27,991,7.3,8,23
13.8,17.8,386,8.6,44,27
14.3,27.9,891,7.2,68,23
9.2,11.8,903,7.4,36,29
13,9.6,744,8.9,14,29
3.1,24.2,212,6,2,10
11.4,21.7,916,8.3,63,29
9.3,19.6,568,5.2,3,26
14.5,12.8,981,6.9,44,29
3.3,9.1,438,6.9,40,45
9.2,18.9,17,6,69,4
10.1,14.1,137,8.2,73,27
9.2,24,106,7,4,21
8.4,24.4,176,7.3,51,21
10.5,22.3,735,6.5,36,5
7.7,12.3,18,6.4,54,4
0.5,15,420,8.3,7,45
9.2,10.4,961,6.2,72,5
13.4,8.8,172,8.1,29,27
5.2,10.4,86,6,35,4
14.9,26.7,5,6.9,22,21
14.1,25.6,8,8.4,70,21
1.7,14.6,287,6.2,17,13
2.2,19.6,288,7.3,64,45
8.2,20.5,897,7.9,47,29
10.2,10.1,175,6.8,64,27
5.1,21.4,546,6.9,47,27
5.7,11.5,674,5.5,46,3
0,13.3,62,8.2,61,45
9.9,26.2,311,7.3,65,21
8.2,28.5,311,8.3,69,21
9.2,17.2,795,5,42,28
8.3,17.8,808,5.4,19,28
1.2,15.4,148,7.2,1,45
4.5,18.3,583,7,59,45
9,22.7,817,8.5,59,29
0.1,24,310,6.9,65,39
2.6,23.6,380,8.6,44,45
5.3,18.4,755,7.4,24,29
2.9,23,863,8.4,20,47
13.5,14.8,31,7.4,69,27
3.9,17,645,6.3,46,13
7.5,21.7,44,6.4,34,4
11.4,13.3,152,6.7,56,27
5.3,23.7,62,7.2,63,27
3.8,19.5,819,7.9,34,47
7.3,15.1,795,5.2,44,28
8.9,21.4,528,6.2,72,4
13.2,25.6,532,5.1,11,20
12.8,8.9,137,8.8,23,27
9.9,9.9,592,6.8,35,27
14.1,11.5,388,5.9,75,4
7.4,21.9,365,9,1,27
7.3,23.5,517,7.5,76,27
2.8,23.3,729,6.5,16,14
6.7,11.7,206,6.7,39,27
14.3,22.8,573,5.2,9,26
5.7,28.3,696,7,72,19
12.3,8.3,210,5.1,55,26
8,10.7,409,6.9,19,27
9,26.7,762,8.8,11,23
11.4,28.6,109,6.2,79,1
6.6,14.1,489,8.8,66,27
13.3,17.2,18,5.3,22,26
4.1,18.9,11,6.1,45,13
3,21.6,796,6.8,60,47
1.8,16.4,404,8.9,71,45
10.9,10,783,7.7,9,29
8.2,10.4,554,6.4,23,4
4.4,10.4,608,5.7,42,13
8.7,21.1,615,6.7,26,27
12.8,19.3,411,6.1,36,4
7.4,21.9,718,6.7,70,29
0.6,24.8,452,7.3,8,39
9.8,23.8,948,5.8,52,5
0.1,28.4,434,6.1,58,10
10.8,24.4,794,8.6,56,23
0,14.9,304,7,79,45
5.3,25,566,8.2,4,21
4.4,14.5,189,8,78,45
2.4,10.5,346,5.3,67,44
13.1,14.6,824,7.6,61,29
0.1,10.8,499,8.4,43,45
4.9,10.4,107,8,10,45
4.4,28.8,398,8.5,55,39
3.5,27.8,141,8.8,25,39
7,17.2,881,7,51,29
7.9,9,673,7.5,34,25
11.4,15,465,8.9,26,27
7.4,24.3,443,7.1,60,21
13.6,8.8,18,5.1,5,26
2.2,24.2,220,7.2,15,39
3.6,22.2,724,5.3,66,46
14.2,13.4,17,6.8,63,27
8.7,15.4,831,6.9,25,29
8.3,23.1,450,8.8,20,27
9.5,23.5,812,5.7,15,5
2.1,28.5,678,6.8,43,37
1.2,19.3,354,7.1,61,45
13.5,8.4,842,6.8,71,29
8,13.1,901,5.8,7,5
5.7,22.9,387,6.8,63,27
11.7,8.3,357,8.2,67,27
1.5,24,834,6.5,48,11
10.9,23.8,932,5.9,41,5
2.6,9,229,5.5,48,13
10.5,19.2,890,6.6,29,29
7.7,28.6,467,5.6,60,1
11.7,16.1,698,8,52,25
3.2,24.8,535,5.5,36,10
12.5,11.2,540,8.1,41,27
10.8,15.4,286,5.4,52,26
12.2,12.9,542,6,27,4
1.7,16.1,216,6,4,13
11.4,19.4,690,6.3,68,3
6.9,12.4,671,5.1,62,24
1.2,15.3,88,7.8,44,45
9.8,28.6,769,5.9,39,2
0.7,13.9,78,6.6,78,45
3.7,19.7,723,8.6,7,47
1.4,27,546,8.5,1,39
0.3,11.4,256,6.7,37,45
1.9,9.8,599,5.6,64,13
5.3,13.6,378,6.6,6,27
5.5,16.4,648,5.5,63,4
5.6,28.2,732,8.6,40,23
14.9,17.6,408,5.7,7,4
7.7,8.7,244,7.8,6,27
2.1,18.1,649,8.1,33,45
14.3,16.8,807,6.8,59,29
3,25.3,962,7.8,42,41
15,29,569,5.8,39,1
4.5,19.9,0,5.4,67,44
13.6,11.5,967,7.7,27,29
0.1,13.1,255,8.4,15,45
5.6,21.8,83,8.9,4,27
4.9,17.7,246,6.8,1,45
14.3,14.3,441,6.5,59,4
1.7,19.8,523,7.5,62,45
12.6,17.9,645,8.1,41,27
5.2,19.2,812,8.3,76,29
13.4,22,35,8.8,1,27
15,20,511,5.6,19,4
9,9.1,510,7.2,8,27
13.2,14.3,86,8.7,17,27
7.8,8.2,288,5.7,28,4
11.6,16.3,54,5.4,16,26
13.9,16.9,370,6.8,9,27
14.2,23.1,982,7.3,55,29
13.5,25.1,673,7.8,29,19
8.5,24.2,612,7.6,80,21
14,12.9,241,6.7,61,27
5.9,13.1,566,5.6,56,4
6.4,26.3,278,8.2,67,21
10.6,12.9,580,5.3,1,26
9.4,8.8,143,7.1,40,27
3.7,14,364,6.4,67,13
1.7,24.5,354,6.3,32,10
10.1,17.9,149,6.1,79,4
9.2,22.1,352,8.7,19,27
0.4,24.2,156,5.8,24,10
1.3,17,678,8.4,63,43
14.2,23.4,849,6.3,35,5
2.9,23.6,628,6.5,39,13
6.1,27.1,936,7.6,2,23
10.8,15.8,12,6.9,22,27
6.9,29.9,225,8.1,57,21
8.7,25.2,188,5.7,44,1
11,23.6,21,8.2,39,27
14.5,25.7,774,5,61,22
0.2,25.2,925,5.9,77,11
6.5,27.5,779,7.8,44,23
9.7,8,571,7.8,72,27
6.7,19.1,438,5.9,3,4
11.5,23.1,831,5.9,7,5
3,8.8,588,7.5,74,45
1.6,29.6,994,8.7,24,41
8,10.6,966,5.4,50,28
5.6,13.7,442,6.7,6,27
2.9,8.6,247,8.6,43,45
3.3,13.2,444,8.9,58,45
0.3,9,276,8.2,9,45
11.6,17.5,323,5.6,2,4
1.4,18.2,519,7.9,26,45
0.1,23.1,844,6.2,62,14
12.1,11.8,322,7.8,48,27
1.9,15.8,955,7.3,55,47
0.4,27.6,888,5,4,40
9.3,22.3,504,7.5,10,27
6.4,10.8,998,8.6,12,29
9,15.3,374,7.4,15,27
9.1,16.7,954,7,78,29
14.4,25.5,744,9,32,23
10.5,22.6,797,8,50,29
14.8,8.5,186,8.7,42,27
14.6,9.1,932,6.1,45,5
9.4,24,626,6.9,16,21
14.4,9.7,736,6.6,47,29
3.2,26.8,615,5.6,43,10
3.6,10.7,782,5.5,57,14
3.4,8.4,834,6.6,11,47
14.6,15.6,108,7,11,27
11,27.3,446,6.4,53,1
4.7,20.1,424,7.7,44,45
9.1,18,392,6.6,8,27
2.7,29.6,653,5.9,48,9
14.1,25.1,87,8.7,45,21
11.9,24,869,5.7,25,2
7.1,26.6,295,6.7,57,21
7.4,25.8,963,5.8,53,2
11.6,20.9,110,8.5,23,27
9.2,25.4,151,6.9,68,21
0,18.2,810,6.8,24,47
12,27.3,891,8.9,22,23
12.7,23.9,979,7.1,42,29
10.8,16.7,354,8.5,74,27
3.6,17.8,557,6.4,31,13
13.1,21.3,874,5.4,14,28
1.6,23.9,371,7.4,24,45
3.8,14.3,655,6.4,5,12
9,19.8,452,7.3,77,27
3.7,15,785,7.4,7,47
13.2,13,655,5.7,24,3
13.9,15.8,159,6.6,43,27
8.3,10.3,512,8.8,48,27
7.8,18.5,782,5.9,36,5
3.2,15.8,304,7.7,54,45
0.3,8.2,472,8.2,28,45
8.7,16.3,7,7.4,10,27
4.7,27.2,929,6.5,13,11
8.3,8.8,795,8.9,65,29
0.9,14.1,293,8.7,46,45
3.6,27.7,655,7.2,70,37
4.7,26.1,192,5.8,43,10
12.4,27.1,125,5.3,72,20
1.5,28,898,8.3,11,41
10.2,22,328,5.4,45,26
4.9,26.9,894,6.6,69,41
11.9,12.1,772,5.8,51,5
7.9,27.8,748,8.8,24,23
5.7,21.3,612,7.5,28,27
10.7,17.7,179,5.3,55,26
7.5,27,554,5,1,20
12.8,21.9,12,8.6,12,27
2.6,14.7,91,5.1,12,44
0.9,14.5,764,7,47,47
13.3,18.9,385,8.7,56,27
8,11.9,867,5.6,20,5
4.9,14.9,149,5,21,44
14.9,21.7,624,6.3,3,4
8,20.1,794,6.7,2,29
13.2,8.1,112,6.1,44,4
10,15.8,863,8,17,29
7.8,28.4,286,5.1,29,20
9.8,28.3,895,7,75,23
10.3,17.9,364,5.2,33,26
4.9,18.3,436,5.3,2,44
12.7,20.8,320,7.3,12,27
0.1,9.2,500,6.1,54,13
11.7,26.8,979,6.6,9,23
7.6,26,274,5.4,4,20
13.8,27.3,536,7.4,78,21
8.9,26,230,7,64,21
8.9,11.2,491,6.1,49,4
7.8,23.5,651,7.8,9,25
5,29.8,366,5.3,27,20
15,14.2,342,5.2,25,26
10.9,23.3,148,6.2,26,4
8.7,20.3,79,6.8,77,27
1.8,13.6,321,8,22,45
6.2,15.7,344,5.5,3,4
5.6,19.9,395,5.8,60,4
13.3,28,806,5.2,44,22
3.3,11.5,224,6.2,61,13
6.4,9.4,837,5.6,19,5
1.6,16.4,29,8.7,15,45
4.1,11.5,782,7,61,47
5,28.7,941,6,14,2
8.3,27.9,138,8.7,27,21
10.2,11.3,448,6.7,14,27
14,17.3,954,7.6,47,29
14.6,19.2,237,8.3,10,27
8.2,14.8,573,5.9,42,4
11.5,24,22,5.6,39,1
1.1,19.2,980,5.8,20,14
12.4,17.3,174,6.2,75,4
2.6,27.2,588,7,0,39
6,11.9,931,7.5,43,29
5,26,973,5.7,43,2
9.9,14.1,739,5.4,14,28
0.3,9.3,57,8.5,53,45
11.1,20.2,762,8.1,68,29
12.3,9.3,935,6.4,17,5
14.5,21.6,596,5.9,66,4
0.3,8.2,367,8.5,73,45
3,20.6,201,7.1,22,45
12.2,13.9,963,5.4,1,28
11.3,26,956,5.4,66,22
7.6,8.9,314,7.1,36,27
2.7,19.3,576,6.3,1,13
10.4,26.6,953,6.9,61,23
11.7,21.8,922,6.6,39,29
8.8,10.4,376,8.4,74,27
10.1,24.8,593,5.3,38,20
4.5,12.6,855,6.6,36,47
0.6,10.5,257,6.2,29,13
3.6,10.9,157,7.1,9,45
4.6,17.4,480,7.3,17,45
7,23,308,6.7,49,27
5,15.5,710,5.8,11,5
2.3,16.5,996,8,13,47
10,25.6,416,8.5,14,21
9.5,20.6,829,6.6,15,29
14.5,22.7,293,8.9,18,27
12.6,26.4,36,7.3,59,21
5.4,26.1,667,7,60,19
0.5,29.1,340,8.9,64,39
6.8,19.3,616,7.8,13,27
9.7,22.3,369,8.5,40,27
9.9,16.7,458,6.7,32,27
3,22.6,237,5.1,14,44
8.6,15.2,637,5.7,5,4
0.2,20.1,885,8.8,53,47
6.6,28.5,399,5.9,13,1
14.5,26.6,132,6.6,4,21
6.5,10.7,197,7.2,41,27
6.8,11.7,930,5,69,28
14.9,15,552,8.3,41,27
14.1,14.3,588,7.7,51,27
13.5,12.2,359,6.7,42,27
1.3,29.5,725,6.1,72,11
10.7,9.1,187,7,66,27
5.3,28.2,686,6.5,49,0
14.2,17.3,657,5.5,73,3
9.3,21.7,422,7.8,22,27
2,12.2,543,6.1,70,13
4.5,8.2,379,5.2,71,44
11,28.6,967,6.7,36,23
13,10.9,612,6.2,21,4
13.6,28.6,983,6.1,54,2
8.1,24.8,109,8.1,80,21
4.5,25,415,6.8,29,39
5.5,9.9,572,6.8,40,27
14,15.3,68,7.6,43,27
1.3,10.1,808,8.5,24,47
7.6,25.7,735,7.6,27,23
9,21.7,245,8.1,55,27
12,28,941,7.4,1,23
14.4,21.6,943,7.5,22,29
1,11.7,15,8.9,76,45
13.1,8.1,865,7.2,43,29
12.8,19.9,398,7.2,23,27
1.8,8.7,497,8.5,49,45
13.6,17.2,835,8,33,29
7.4,15.8,635,7.2,9,27
9.8,16,850,7.6,62,29
5.5,9.5,320,7.7,25,27
6.5,17.9,580,7.1,58,27
3.3,21.8,553,7.9,31,45
11.6,14.7,304,6.6,40,27
12.2,26.2,110,8.4,41,21
2.2,24.8,557,8.5,2,39
12,16.2,597,7.7,66,27
12,5,160,5,46,26
1,29,784,7,89,41
13,13,377,6,49,4
11,38,144,8,70,33
4,36,852,5,68,52
11,27,301,8,70,21
13,17,595,7,81,27
8,34,524,6,81,7
13,8,690,5,51,24
10,9,109,6,84,4
12,10,303,5,49,26
7,30,625,8,19,21
7,35,262,8,9,33
8,37,124,6,64,7
1,29,590,7,9,39
8,15,71,4,87,26
14,24,659,4,81,18
15,22,688,4,2,24
1,32,868,5,79,40
9,36,650,8,83,31
11,16,29,5,28,26
13,21,466,4,53,26
1,10,388,5,53,44
5,21,702,6,25,5
1,32,585,7,47,39
6,10,444,4,16,26
12,23,706,7,32,29
15,27,151,5,72,20
8,37,343,7,68,33
11,15,848,8,30,29
13,5,106,8,27,27
2,13,411,6,59,13
2,30,243,8,45,39
13,14,689,7,74,25
5,20,273,6,70,4
11,21,893,8,75,29
11,20,731,7,39,29
7,31,704,6,72,2
4,17,547,6,67,13
10,15,552,5,38,26
1,34,643,8,43,51
8,32,619,4,68,20
14,14,891,4,35,28
5,32,546,7,8,21
14,7,661,7,68,25
7,20,565,7,41,27
15,11,747,7,23,29
15,29,757,5,58,22
13,12,647,7,75,27
5,38,422,6,89,7
14,8,725,6,60,5
9,14,79,7,26,27
15,6,414,7,54,27
2,18,225,4,32,44
13,36,84,8,75,33
4,24,295,6,69,10
3,18,742,4,79,46
5,33,335,4,44,32
1,10,362,7,76,45
9,38,868,7,62,35
3,9,625,6,60,13
6,17,601,7,7,27
4,8,130,6,28,13
6,36,175,8,26,33
13,35,362,8,16,33
10,31,599,7,6,21
13,19,816,7,0,29
3,24,256,6,32,10
13,34,346,6,55,7
11,22,350,6,68,4
5,10,260,6,59,4
15,34,889,4,47,34
15,17,97,4,49,26
3,26,213,6,55,10
2,22,898,5,32,46
9,23,319,6,5,4
11,26,782,5,24,22
11,23,684,5,4,24
7,16,183,7,19,27
2,27,765,7,36,41
12,9,120,8,52,27
13,35,571,8,46,33
2,16,516,4,26,44
12,32,697,4,11,18
2,29,724,7,62,41
8,25,273,5,79,20
11,31,365,8,12,21
4,13,45,5,64,44
11,6,676,4,40,24
8,25,438,6,20,1
7,7,532,5,81,26
13,14,819,6,79,5
4,20,776,5,75,46
1,14,473,8,19,45
14,26,220,5,33,20
12,15,813,5,83,28
13,30,386,6,51,1
6,5,522,6,21,4
7,25,817,4,53,22
15,31,773,7,25,23
2,24,536,5,57,38
10,36,542,5,10,32
5,9,751,4,14,28
5,12,667,8,36,25
12,18,891,4,67,28
8,13,100,7,26,27
13,30,570,5,83,20
4,19,741,6,13,14
10,7,586,8,25,27
5,37,886,8,20,35
5,8,544,4,54,26
14,5,547,4,29,26
6,23,413,4,0,26
7,37,892,4,38,34
6,12,524,8,32,27
9,24,581,7,9,21
11,19,374,7,77,27
6,12,493,4,73,26
11,34,460,5,27,32
5,20,64,6,80,4
11,37,882,7,59,35
14,37,469,7,26,33
6,33,478,6,3,7
15,5,487,5,54,26
3,31,414,5,54,38
7,28,721,5,17,22
